,GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,Season
479,Lineups,-203992-1628381-,B. Bogdanovic - J. Collins,1610612737,ATL,35,23,12,0.657,16.3,5.0,5.4,3.4,17.8,6.4,4.8,3.8,16.9,859,538,3486,1144,529,797,356,978,454,4593,4520,4163,4483,2020-21
480,Lineups,-1626224-1630171-,C. Osman - I. Okoro,1610612739,CLE,50,14,36,0.28,16.3,5.2,4.4,4.1,17.7,6.3,3.6,4.7,17.8,329,1113,4998,3872,256,720,608,638,465,4580,3944,4492,4559,2020-21
481,Lineups,-203920-1626169-,K. Birch - S. Johnson,1610612761,TOR,13,5,8,0.385,16.3,6.5,4.1,4.1,15.6,4.9,4.5,5.4,15.6,2319,2414,2781,3182,1545,417,758,628,642,4116,4412,4651,4359,2020-21
482,Lineups,-202696-1628464-,N. Vucevic - D. Theis,1610612741,CHI,20,8,12,0.4,16.3,4.1,5.3,3.7,15.5,6.3,2.6,5.0,15.0,1673,1806,3486,3035,1089,1237,388,825,651,4562,3006,4550,4293,2020-21
483,Lineups,-200794-203115-,P. Millsap - W. Barton,1610612743,DEN,45,30,15,0.667,16.3,6.0,5.0,3.9,17.9,5.0,3.4,5.7,15.3,482,251,3874,927,333,513,457,755,452,4155,3823,4711,4334,2020-21
484,Lineups,-1628983-1629676-,S. Gilgeous-Alexander - I. Roby,1610612760,OKC,29,12,17,0.414,16.3,4.9,3.0,2.8,16.4,7.5,5.6,3.8,18.3,1122,1268,4113,2977,687,860,1543,1500,557,4786,4735,4157,4596,2020-21
485,Lineups,-202692-203944-,A. Burks - J. Randle,1610612752,NYK,47,25,22,0.532,16.2,4.9,3.8,3.0,14.7,5.4,3.8,3.0,13.8,421,435,4551,1920,309,854,892,1311,750,4327,4098,3599,4154,2020-21
486,Lineups,-203914-1629008-,G. Harris - M. Porter Jr.,1610612743,DEN,11,6,5,0.545,16.2,5.7,3.6,2.9,16.6,8.0,4.0,4.2,16.4,2575,2171,2036,1810,1742,599,1039,1348,541,4853,4155,4339,4442,2020-21
487,Lineups,-203084-203090-,H. Barnes - M. Harkless,1610612758,SAC,14,3,11,0.214,16.2,5.2,3.0,5.4,18.8,4.9,4.6,4.3,15.5,2211,3021,3323,4160,1471,716,1568,321,376,4122,4457,4351,4354,2020-21
488,Lineups,-200755-1628404-,J. Redick - J. Hart,1610612740,NOP,31,14,17,0.452,16.2,5.5,4.4,4.7,18.2,6.0,4.2,4.4,15.8,1036,1113,4113,2697,636,656,604,460,408,4497,4284,4387,4377,2020-21
489,Lineups,-201188-203484-,M. Gasol - K. Caldwell-Pope,1610612747,LAL,46,29,17,0.63,16.2,5.8,3.9,5.2,15.6,5.4,3.5,4.5,16.9,449,286,4113,1276,319,575,847,359,641,4338,3917,4431,4484,2020-21
490,Lineups,-201959-202692-,T. Gibson - A. Burks,1610612752,NYK,33,20,13,0.606,16.2,4.4,3.7,2.8,13.3,4.6,3.7,2.5,13.1,935,713,3614,1396,594,1048,1003,1495,930,3987,3996,3089,4038,2020-21
491,Lineups,-1627742-1628404-,B. Ingram - J. Hart,1610612740,NOP,46,21,25,0.457,16.1,4.1,4.7,4.8,14.7,6.5,4.4,3.7,14.9,449,659,4721,2652,326,1249,507,449,740,4606,4390,4141,4288,2020-21
492,Lineups,-1628415-1628960-,D. Brooks - G. Allen,1610612763,MEM,47,25,22,0.532,16.1,5.6,5.4,6.6,18.5,5.5,4.6,4.5,16.4,421,435,4551,1920,310,620,366,183,395,4355,4450,4426,4443,2020-21
493,Lineups,-203110-1629308-,D. Green - J. Toscano-Anderson,1610612744,GSW,33,19,14,0.576,16.1,7.0,2.5,6.1,16.5,5.0,4.5,4.9,15.7,935,766,3738,1615,600,334,2076,232,555,4160,4406,4524,4373,2020-21
494,Lineups,-201565-1630193-,D. Rose - I. Quickley,1610612752,NYK,30,21,9,0.7,16.1,5.2,3.5,2.8,14.7,4.1,4.8,2.6,12.8,1069,659,2980,801,667,722,1108,1442,751,3597,4517,3227,3997,2020-21
495,Lineups,-202330-202687-,G. Hayward - B. Biyombo,1610612766,CHA,42,22,20,0.524,16.1,5.5,4.1,4.4,14.3,5.5,4.0,5.0,15.7,594,595,4400,1959,395,646,755,542,780,4356,4168,4559,4365,2020-21
496,Lineups,-203924-1628367-,J. Grant - J. Jackson,1610612765,DET,49,13,36,0.265,16.1,5.7,4.4,3.6,16.0,5.9,4.1,3.5,15.9,362,1183,4998,3929,283,598,603,880,600,4467,4252,4016,4393,2020-21
497,Lineups,-203200-203506-,J. Holiday - V. Oladipo,1610612754,IND,9,5,4,0.556,16.1,6.9,4.2,4.2,19.4,4.5,3.0,3.8,15.3,2883,2414,1704,1734,1945,358,716,614,352,3936,3466,4182,4334,2020-21
498,Lineups,-201949-202339-,J. Johnson - E. Bledsoe,1610612740,NOP,21,8,13,0.381,16.1,4.9,4.4,4.4,18.1,6.0,3.8,5.1,17.3,1602,1806,3614,3216,1035,853,619,552,428,4473,4049,4567,4520,2020-21
499,Lineups,-1626156-1630162-,D. Russell - A. Edwards,1610612750,MIN,42,16,26,0.381,16.0,6.7,4.7,4.3,16.3,6.3,5.4,5.3,17.8,594,960,4766,3216,399,387,513,582,568,4582,4672,4623,4560,2020-21
500,Lineups,-201569-202322-,E. Gordon - J. Wall,1610612745,HOU,22,9,13,0.409,16.0,6.0,3.7,2.9,15.4,5.2,4.1,5.5,17.5,1532,1654,3614,3007,995,524,962,1348,661,4255,4281,4677,4535,2020-21
501,Lineups,-202330-1628970-,G. Hayward - M. Bridges,1610612766,CHA,44,24,20,0.545,16.0,5.5,4.2,4.7,14.6,6.0,5.0,4.1,16.8,515,488,4400,1810,365,653,697,469,756,4484,4564,4309,4471,2020-21
502,Lineups,-203484-1628398-,K. Caldwell-Pope - K. Kuzma,1610612747,LAL,61,35,26,0.574,16.0,5.2,4.2,3.9,15.3,5.6,2.9,3.8,16.8,84,135,4766,1622,167,713,715,751,671,4390,3321,4170,4475,2020-21
503,Lineups,-1629026-1629660-,K. Williams - T. Jerome,1610612760,OKC,30,7,23,0.233,16.0,5.6,5.4,2.6,17.5,7.3,4.8,3.2,15.6,1069,1980,4617,4098,670,623,369,1626,484,4763,4504,3778,4361,2020-21
504,Lineups,-203501-1626196-,T. Hardaway Jr. - J. Richardson,1610612742,DAL,58,35,23,0.603,16.0,4.6,4.3,4.2,14.3,5.3,4.4,3.4,15.2,139,135,4617,1411,183,963,679,596,781,4303,4377,3966,4310,2020-21
505,Lineups,-203085-203210-,A. Rivers - J. Green,1610612743,DEN,14,9,5,0.643,15.9,6.3,4.0,4.1,15.3,4.1,5.1,4.1,13.8,2211,1654,2036,1196,1490,451,820,645,665,3597,4578,4311,4142,2020-21
506,Lineups,-203952-1630164-,A. Wiggins - J. Wiseman,1610612744,GSW,38,18,20,0.474,15.9,4.2,3.3,4.7,16.4,6.5,4.6,5.8,16.7,722,830,4400,2518,482,1150,1227,470,558,4607,4449,4739,4461,2020-21
507,Lineups,-203078-1630166-,B. Beal - D. Avdija,1610612764,WAS,44,24,20,0.545,15.9,7.1,4.4,4.0,18.4,5.8,4.7,3.9,16.3,515,488,4400,1810,375,306,612,729,397,4434,4488,4208,4434,2020-21
508,Lineups,-1627732-1628396-,B. Simmons - T. Bradley,1610612755,PHI,9,5,4,0.556,15.9,5.2,5.3,5.4,17.6,6.5,4.6,5.4,16.0,2883,2414,1704,1734,1959,728,381,323,476,4620,4451,4653,4400,2020-21
509,Lineups,-201609-1629639-,G. Dragic - T. Herro,1610612748,MIA,36,22,14,0.611,15.9,4.7,3.2,3.3,13.1,5.7,4.7,3.7,15.6,813,595,3738,1362,530,919,1307,1007,952,4408,4489,4108,4362,2020-21
510,Lineups,-1628404-1629638-,J. Hart - N. Alexander-Walker,1610612740,NOP,36,16,20,0.444,15.9,5.3,4.9,3.9,16.3,6.4,3.0,4.2,13.5,813,960,4400,2736,524,706,464,745,561,4594,3459,4331,4099,2020-21
511,Lineups,-1628374-1629632-,L. Markkanen - C. White,1610612741,CHI,48,19,29,0.396,15.9,4.2,3.8,3.4,15.4,6.9,4.1,4.3,17.4,386,766,4871,3148,307,1190,936,1003,658,4686,4280,4362,4532,2020-21
512,Lineups,-201188-203076-,M. Gasol - A. Davis,1610612747,LAL,30,21,9,0.7,15.9,6.0,4.3,5.5,17.1,5.0,3.1,4.5,15.4,1069,659,2980,801,681,518,655,308,515,4137,3622,4410,4345,2020-21
513,Lineups,-1629008-1630267-,M. Porter Jr. - F. Campazzo,1610612743,DEN,51,34,17,0.667,15.9,5.9,4.6,4.3,15.9,4.9,4.1,3.8,14.7,302,155,4113,927,257,533,537,592,604,4103,4260,4159,4268,2020-21
514,Lineups,-200765-201587-,R. Rondo - N. Batum,1610612746,LAC,17,11,6,0.647,15.9,4.8,4.4,3.3,15.0,5.1,4.8,3.1,15.3,1892,1382,2314,1176,1265,873,615,1054,704,4174,4508,3731,4329,2020-21
515,Lineups,-201933-202681-,B. Griffin - K. Irving,1610612751,BKN,21,13,8,0.619,15.8,5.7,3.7,4.4,14.9,4.5,5.4,3.7,14.9,1602,1183,2781,1331,1059,587,965,542,722,3928,4680,4097,4279,2020-21
516,Lineups,-203468-1627884-,C. McCollum - D. Jones Jr.,1610612757,POR,35,20,15,0.571,15.8,4.7,4.3,3.8,12.6,4.1,5.4,4.5,15.7,859,713,3874,1624,561,935,681,781,1042,3696,4678,4410,4376,2020-21
517,Lineups,-1629022-1629640-,L. Walker IV - K. Johnson,1610612759,SAS,57,27,30,0.474,15.8,4.9,3.6,4.2,16.0,5.0,4.3,4.8,18.4,160,370,4900,2518,195,839,1042,593,601,4144,4333,4498,4602,2020-21
518,Lineups,-1626174-1628021-,C. Wood - D. Nwaba,1610612745,HOU,13,5,8,0.385,15.7,5.7,3.8,4.1,17.1,4.1,5.1,4.7,13.7,2319,2414,2781,3182,1596,604,903,645,512,3720,4633,4470,4133,2020-21
519,Lineups,-203110-1630164-,D. Green - J. Wiseman,1610612744,GSW,31,16,15,0.516,15.7,4.4,2.8,5.5,17.4,6.8,4.7,5.6,15.9,1036,960,3874,1999,659,1079,1712,315,495,4662,4496,4698,4390,2020-21
520,Lineups,-1626153-1627741-,D. Wright - B. Hield,1610612758,SAC,26,11,15,0.423,15.7,6.7,3.9,5.6,17.3,5.0,4.6,3.6,16.4,1274,1382,3874,2915,829,385,855,292,499,4150,4446,4057,4445,2020-21
521,Lineups,-204001-1628973-,K. Porzingis - J. Brunson,1610612742,DAL,40,25,15,0.625,15.7,3.5,4.0,4.0,15.0,4.3,3.5,4.4,13.7,653,435,3874,1286,451,1725,805,715,707,3826,3897,4389,4127,2020-21
522,Lineups,-1626157-1629006-,K. Towns - J. Okogie,1610612750,MIN,40,17,23,0.425,15.7,6.4,4.4,3.9,15.2,5.5,4.2,4.3,17.1,653,901,4617,2911,448,439,642,752,673,4359,4296,4356,4502,2020-21
523,Lineups,-202693-203083-,M. Morris - A. Drummond,1610612747,LAL,11,3,8,0.273,15.7,6.6,4.8,4.2,15.1,6.8,2.5,3.4,16.0,2575,3021,2781,3889,1776,389,485,594,697,4672,2869,3942,4405,2020-21
524,Lineups,-200782-1630256-,P. Tucker - J. Tate,1610612745,HOU,30,10,20,0.333,15.7,6.2,4.0,3.3,13.9,5.9,3.7,6.1,17.0,1069,1502,4400,3429,690,460,833,1030,829,4453,4044,4775,4488,2020-21
525,Lineups,-203524-203992-,S. Hill - B. Bogdanovic,1610612737,ATL,41,30,11,0.732,15.7,4.9,4.2,3.2,14.5,5.0,4.0,3.5,16.2,621,251,3323,648,426,832,692,1078,766,4165,4183,4008,4417,2020-21
526,Lineups,-203503-203991-,T. Snell - C. Capela,1610612737,ATL,36,22,14,0.611,15.7,4.7,5.7,3.0,16.3,4.9,4.8,3.4,15.1,813,595,3738,1362,539,933,306,1218,566,4096,4501,3915,4309,2020-21
527,Lineups,-201961-203486-,W. Ellington - M. Plumlee,1610612765,DET,40,10,30,0.25,15.7,4.7,3.8,2.7,13.9,5.2,4.5,3.9,17.7,653,1502,4900,3951,452,935,913,1524,836,4284,4420,4203,4552,2020-21
528,Lineups,-1626224-1629012-,C. Osman - C. Sexton,1610612739,CLE,47,13,34,0.277,15.6,4.9,4.2,3.2,17.2,6.0,4.2,4.9,15.7,421,1183,4985,3886,335,854,702,1119,511,4495,4308,4536,4366,2020-21
529,Lineups,-1626184-1630181-,C. Randle - R. Hampton,1610612753,ORL,23,4,19,0.174,15.6,4.5,4.5,3.0,14.2,4.8,4.1,5.2,16.8,1457,2667,4317,4297,975,1023,577,1312,786,4085,4184,4620,4479,2020-21
530,Lineups,-1627863-1630256-,D. House Jr. - J. Tate,1610612745,HOU,34,7,27,0.206,15.6,6.1,3.0,3.2,15.6,5.5,3.8,5.8,15.9,892,1980,4812,4182,602,487,1540,1123,640,4357,4047,4727,4392,2020-21
531,Lineups,-201949-1630230-,J. Johnson - N. Marshall,1610612740,NOP,21,8,13,0.381,15.6,4.4,4.8,4.0,20.0,5.8,3.0,5.0,17.0,1602,1806,3614,3216,1076,1042,488,732,326,4445,3466,4554,4490,2020-21
532,Lineups,-203482-1629639-,K. Olynyk - T. Herro,1610612748,MIA,32,15,17,0.469,15.6,5.3,4.7,4.4,15.5,4.9,4.5,3.7,13.0,986,1034,4113,2561,642,696,508,559,653,4100,4417,4115,4028,2020-21
533,Lineups,-1627736-1629006-,M. Beasley - J. Okogie,1610612750,MIN,28,7,21,0.25,15.6,6.6,4.2,4.4,15.6,5.0,4.3,3.8,17.4,1168,1980,4478,3951,764,395,704,558,637,4170,4334,4186,4533,2020-21
534,Lineups,-201152-202066-,T. Young - G. Temple,1610612741,CHI,51,24,27,0.471,15.6,6.0,4.6,3.6,17.8,5.3,3.5,3.2,15.6,302,488,4812,2539,277,516,538,878,453,4293,3919,3795,4358,2020-21
535,Lineups,-202329-202696-,A. Aminu - N. Vucevic,1610612753,ORL,17,5,12,0.294,15.5,3.1,3.3,3.0,13.2,4.4,3.2,4.2,13.6,1892,2414,3486,3784,1300,2037,1275,1325,934,3878,3683,4338,4113,2020-21
536,Lineups,-203076-1628398-,A. Davis - K. Kuzma,1610612747,LAL,35,22,13,0.629,15.5,5.0,4.5,4.0,16.0,5.5,2.8,3.7,15.2,859,595,3614,1281,581,818,561,710,598,4367,3195,4116,4324,2020-21
537,Lineups,-201143-1630177-,A. Horford - T. Maledon,1610612760,OKC,21,10,11,0.476,15.5,4.1,1.8,3.2,12.5,5.5,3.5,3.4,15.2,1602,1502,3323,2496,1085,1252,2938,1082,1053,4361,3882,3959,4326,2020-21
538,Lineups,-203085-1629628-,A. Rivers - R. Barrett,1610612752,NYK,15,7,8,0.467,15.5,5.5,5.3,2.8,16.2,4.8,4.3,1.9,14.5,2091,1980,2781,2571,1429,667,388,1442,570,4065,4345,2278,4242,2020-21
539,Lineups,-203992-1628989-,B. Bogdanovic - K. Huerter,1610612737,ATL,41,27,14,0.659,15.5,5.2,3.9,3.8,15.2,5.4,3.7,3.5,16.1,621,370,3738,1137,442,715,868,785,695,4337,3998,4008,4411,2020-21
540,Lineups,-201565-1629628-,D. Rose - R. Barrett,1610612752,NYK,34,24,10,0.706,15.5,4.6,3.7,2.9,14.4,4.9,4.0,3.5,13.6,892,488,3150,777,606,942,1000,1374,772,4103,4175,3976,4113,2020-21
541,Lineups,-1627750-1628420-,J. Murray - M. Morris,1610612743,DEN,36,23,13,0.639,15.5,6.2,4.7,4.1,14.2,4.8,3.4,3.6,15.0,813,538,3614,1219,555,479,505,636,786,4060,3828,4072,4291,2020-21
542,Lineups,-203482-1629717-,K. Olynyk - A. Brooks,1610612745,HOU,17,3,14,0.176,15.5,4.7,3.9,1.9,13.2,5.4,4.2,4.1,17.6,1892,3021,3738,4293,1304,917,838,2511,934,4322,4309,4248,4547,2020-21
543,Lineups,-2544-1628398-,L. James - K. Kuzma,1610612747,LAL,44,30,14,0.682,15.5,5.6,4.3,4.8,16.5,5.2,3.8,3.4,14.1,515,251,3738,888,389,622,657,445,546,4275,4060,3933,4183,2020-21
544,Lineups,-1626204-1628422-,L. Nance Jr. - D. Dotson,1610612739,CLE,19,8,11,0.421,15.5,6.5,4.1,4.5,16.3,6.3,2.9,4.0,15.8,1748,1806,3323,2927,1186,421,743,531,562,4567,3401,4240,4379,2020-21
545,Lineups,-203107-203897-,T. Satoransky - Z. LaVine,1610612741,CHI,47,21,26,0.447,15.5,4.5,3.8,4.7,17.5,5.2,4.1,3.0,16.5,421,659,4766,2730,341,1017,906,474,482,4259,4253,3608,4449,2020-21
546,Lineups,-1629717-1630237-,A. Brooks - A. Lamb,1610612745,HOU,15,2,13,0.133,15.4,5.8,5.5,3.2,13.6,5.3,3.4,3.7,18.5,2091,3361,3614,4385,1444,570,349,1130,869,4315,3789,4118,4608,2020-21
547,Lineups,-202711-204060-,B. Bogdanovic - J. Ingles,1610612762,UTA,67,47,20,0.701,15.4,4.2,4.4,3.9,13.9,6.1,4.0,3.8,16.8,20,14,4400,798,148,1155,602,759,835,4535,4165,4189,4470,2020-21
548,Lineups,-1629130-1629639-,D. Robinson - T. Herro,1610612748,MIA,54,29,25,0.537,15.4,4.8,3.5,3.4,14.4,5.3,4.5,3.0,13.5,230,286,4721,1888,236,884,1063,1001,770,4289,4401,3608,4097,2020-21
549,Lineups,-203095-203487-,E. Fournier - M. Carter-Williams,1610612753,ORL,15,8,7,0.533,15.4,5.7,2.8,3.9,13.4,3.3,3.7,3.2,14.5,2091,1806,2536,1901,1440,587,1758,771,907,3068,4025,3778,4242,2020-21
550,Lineups,-202066-1628464-,G. Temple - D. Theis,1610612741,CHI,16,6,10,0.375,15.4,3.0,3.8,2.8,13.6,5.5,2.7,4.9,14.7,1998,2171,3150,3233,1378,2202,913,1434,885,4365,3173,4544,4263,2020-21
551,Lineups,-1626162-1629673-,K. Oubre Jr. - J. Poole,1610612744,GSW,25,11,14,0.44,15.4,4.2,3.8,3.4,13.6,4.9,4.1,3.6,15.8,1343,1382,3738,2797,897,1168,911,968,873,4131,4278,4078,4380,2020-21
552,Lineups,-203487-203516-,M. Carter-Williams - J. Ennis III,1610612753,ORL,16,6,10,0.375,15.4,5.0,4.7,4.4,16.2,3.8,4.6,3.2,11.7,1998,2171,3150,3233,1371,813,508,545,570,3461,4454,3775,3748,2020-21
553,Lineups,-1629004-1629026-,S. Mykhailiuk - K. Williams,1610612760,OKC,26,4,22,0.154,15.4,5.8,4.9,3.1,16.8,6.0,4.4,5.2,13.9,1274,2667,4551,4350,848,585,468,1207,529,4496,4361,4613,4161,2020-21
554,Lineups,-204456-1627734-,T. McConnell - D. Sabonis,1610612754,IND,59,28,31,0.475,15.4,6.7,4.3,4.7,17.7,5.4,5.0,3.9,17.0,114,329,4926,2516,191,381,653,484,471,4328,4576,4215,4493,2020-21
555,Lineups,-1628407-1629021-,D. Bacon - M. Wagner,1610612753,ORL,11,3,8,0.273,15.3,2.9,4.0,3.7,12.3,6.0,4.0,7.9,18.2,2575,3021,2781,3889,1810,2312,829,830,1092,4475,4155,4976,4583,2020-21
556,Lineups,-1627884-1629018-,D. Jones Jr. - G. Trent Jr.,1610612757,POR,36,20,16,0.556,15.3,4.6,5.4,3.9,13.1,4.5,4.0,5.0,16.8,813,713,4005,1734,569,943,367,745,946,3921,4160,4558,4480,2020-21
557,Lineups,-203914-1629021-,G. Harris - M. Wagner,1610612753,ORL,11,3,8,0.273,15.3,2.7,4.3,3.6,12.3,6.2,4.7,7.0,18.2,2575,3021,2781,3889,1813,2505,651,869,1092,4542,4477,4904,4583,2020-21
558,Lineups,-203516-1630175-,J. Ennis III - C. Anthony,1610612753,ORL,26,6,20,0.231,15.3,4.6,2.8,4.1,13.8,5.5,3.5,5.3,15.0,1274,2171,4400,4100,857,981,1677,645,844,4358,3878,4630,4290,2020-21
559,Lineups,-202693-203471-,M. Morris - D. Schroder,1610612747,LAL,44,25,19,0.568,15.3,5.0,3.3,3.8,13.8,5.8,3.1,4.3,16.8,515,435,4317,1683,396,819,1223,798,849,4434,3603,4349,4476,2020-21
560,Lineups,-1628425-1630256-,S. Brown - J. Tate,1610612745,HOU,49,13,36,0.265,15.3,6.4,4.1,4.0,14.6,5.9,3.8,4.5,14.6,362,1183,4998,3929,314,435,732,723,763,4467,4100,4427,4256,2020-21
561,Lineups,-203082-203487-,T. Ross - M. Carter-Williams,1610612753,ORL,23,11,12,0.478,15.3,5.9,3.4,2.7,12.8,3.6,3.1,4.1,14.0,1457,1382,3486,2485,993,558,1187,1587,1016,3331,3591,4248,4177,2020-21
562,Lineups,-203506-1627863-,V. Oladipo - D. House Jr.,1610612745,HOU,13,4,9,0.308,15.3,5.5,1.4,2.8,13.6,3.1,3.9,5.1,13.4,2319,2667,2980,3701,1624,649,3493,1461,883,2890,4125,4567,4088,2020-21
563,Lineups,-2546-203081-,C. Anthony - D. Lillard,1610612757,POR,64,36,28,0.563,15.2,5.0,4.5,3.7,11.2,4.7,4.5,3.4,15.3,48,114,4842,1702,171,803,582,828,1346,4031,4423,3963,4330,2020-21
564,Lineups,-202709-203486-,C. Joseph - M. Plumlee,1610612765,DET,14,3,11,0.214,15.2,4.3,3.8,3.0,15.8,5.5,4.2,3.5,19.1,2211,3021,3323,4160,1536,1133,944,1331,621,4361,4301,3985,4640,2020-21
565,Lineups,-1627747-1627752-,C. LeVert - T. Prince,1610612751,BKN,12,6,6,0.5,15.2,6.5,3.8,4.5,13.3,7.7,6.6,5.8,14.5,2453,2171,2314,2032,1722,415,913,534,916,4812,4891,4741,4251,2020-21
566,Lineups,-1629647-1629676-,D. Bazley - I. Roby,1610612760,OKC,43,11,32,0.256,15.2,4.2,3.4,3.0,15.8,6.8,4.8,4.3,16.4,560,1382,4952,3949,418,1201,1156,1303,619,4665,4503,4375,4446,2020-21
567,Lineups,-201980-1628396-,D. Green - T. Bradley,1610612755,PHI,13,8,5,0.615,15.2,6.3,5.9,6.4,18.1,4.9,4.3,4.4,14.3,2319,1806,2036,1341,1639,448,267,208,434,4116,4328,4383,4230,2020-21
568,Lineups,-201569-1626174-,E. Gordon - C. Wood,1610612745,HOU,13,7,6,0.538,15.2,7.1,4.1,4.1,17.1,5.3,3.7,3.7,14.7,2319,1980,2314,1872,1633,307,734,628,512,4305,4042,4138,4258,2020-21
569,Lineups,-203200-203926-,J. Holiday - D. McDermott,1610612754,IND,64,30,34,0.469,15.2,6.0,3.6,4.9,18.4,5.0,4.1,4.2,16.7,48,251,4985,2561,166,527,1014,429,402,4149,4270,4326,4464,2020-21
570,Lineups,-203087-204456-,J. Lamb - T. McConnell,1610612754,IND,36,16,20,0.444,15.2,6.3,4.9,5.0,18.3,5.2,6.2,4.5,18.4,813,960,4400,2736,574,449,464,407,407,4252,4833,4421,4605,2020-21
571,Lineups,-203488-1628977-,M. Muscala - H. Diallo,1610612760,OKC,30,12,18,0.4,15.2,4.8,3.9,3.4,14.0,5.6,4.2,2.4,15.1,1069,1268,4220,3035,724,897,880,960,820,4401,4305,3028,4307,2020-21
572,Lineups,-200782-1627863-,P. Tucker - D. House Jr.,1610612745,HOU,20,7,13,0.35,15.2,5.6,2.8,2.7,13.7,5.0,4.1,6.7,17.2,1673,1980,3614,3394,1153,632,1727,1588,860,4137,4184,4882,4508,2020-21
573,Lineups,-1628983-1630177-,S. Gilgeous-Alexander - T. Maledon,1610612760,OKC,33,15,18,0.455,15.2,4.1,1.8,3.1,12.8,5.3,4.1,2.8,16.6,935,1034,4220,2659,638,1233,2922,1189,998,4309,4269,3451,4453,2020-21
574,Lineups,-1629003-1629680-,S. Milton - M. Thybulle,1610612755,PHI,60,44,16,0.733,15.2,4.9,4.9,3.9,14.2,5.4,3.8,4.3,14.5,96,24,4005,630,190,836,459,760,813,4323,4069,4362,4251,2020-21
575,Lineups,-201152-202696-,T. Young - N. Vucevic,1610612741,CHI,24,9,15,0.375,15.2,3.6,4.6,3.6,17.4,5.0,3.9,4.1,16.5,1405,1654,3874,3233,958,1603,523,854,493,4147,4137,4315,4447,2020-21
576,Lineups,-203382-1627832-,A. Baynes - F. VanVleet,1610612761,TOR,40,18,22,0.45,15.1,5.7,3.4,4.2,13.0,4.8,4.3,3.9,13.2,653,830,4551,2703,487,605,1163,611,971,4070,4327,4209,4048,2020-21
577,Lineups,-202692-1630193-,A. Burks - I. Quickley,1610612752,NYK,45,24,21,0.533,15.1,4.5,3.9,2.1,13.3,3.9,3.4,2.5,11.9,482,488,4478,1901,393,1030,848,2173,924,3541,3842,3139,3804,2020-21
578,Lineups,-203083-1626224-,A. Drummond - C. Osman,1610612739,CLE,24,9,15,0.375,15.1,5.9,4.0,4.5,18.0,6.0,3.4,4.5,13.9,1405,1654,3874,3233,970,546,810,523,442,4478,3789,4416,4165,2020-21
579,Lineups,-203078-203526-,B. Beal - R. Neto,1610612764,WAS,53,29,24,0.547,15.1,6.3,4.3,3.4,18.2,5.6,4.1,3.0,15.4,260,286,4671,1807,270,444,665,952,408,4396,4184,3601,4348,2020-21
580,Lineups,-202709-1628367-,C. Joseph - J. Jackson,1610612765,DET,15,3,12,0.2,15.1,6.4,4.7,4.1,16.8,5.1,3.9,3.5,19.2,2091,3021,3486,4184,1472,424,517,645,530,4174,4134,4011,4645,2020-21
581,Lineups,-202709-1630169-,C. Joseph - T. Haliburton,1610612758,SAC,38,17,21,0.447,15.1,4.5,3.8,3.7,17.0,6.6,5.0,4.6,17.9,722,901,4478,2728,518,1016,910,822,517,4638,4558,4453,4564,2020-21
582,Lineups,-1626224-1628386-,C. Osman - J. Allen,1610612739,CLE,42,11,31,0.262,15.1,4.1,4.3,3.0,15.7,5.7,4.2,4.6,17.6,594,1382,4926,3937,443,1252,669,1316,626,4410,4301,4464,4538,2020-21
583,Lineups,-1628407-1629643-,D. Bacon - C. Okeke,1610612753,ORL,44,14,30,0.318,15.1,3.8,4.3,3.1,12.7,4.3,3.6,3.5,15.4,515,1113,4900,3672,410,1509,674,1216,1029,3823,3945,3975,4349,2020-21
584,Lineups,-1628464-1630172-,D. Theis - P. Williams,1610612741,CHI,22,8,14,0.364,15.1,3.7,4.5,2.8,13.5,5.9,2.2,4.4,13.8,1532,1806,3738,3311,1064,1559,588,1459,887,4457,2550,4405,4147,2020-21
585,Lineups,-1627832-1628449-,F. VanVleet - C. Boucher,1610612761,TOR,46,21,25,0.457,15.1,5.8,4.5,4.3,13.6,3.9,4.1,2.6,11.7,449,659,4721,2652,380,567,566,588,874,3545,4272,3219,3757,2020-21
586,Lineups,-1626149-1628398-,M. Harrell - K. Kuzma,1610612747,LAL,64,38,26,0.594,15.1,5.0,4.5,4.1,16.8,5.3,3.7,3.5,14.7,48,84,4766,1531,172,798,589,632,524,4307,4040,3983,4270,2020-21
587,Lineups,-203490-203897-,O. Porter Jr. - Z. LaVine,1610612741,CHI,25,10,15,0.4,15.1,4.6,4.5,3.1,14.1,6.7,3.0,3.8,14.0,1343,1502,3874,3035,918,974,563,1206,815,4647,3466,4173,4178,2020-21
